"__fastGreedyCluster","Description","Enzyme.Names","GO.IDs","id","InterPro.GO.Names","InterPro.IDs","name","selected","shared name","species"
"7","Thioredoxin-like fold domain-containing protein","","P:GO:0060548; C:GO:0005783; C:GO:0016020","g3224.pdb","no GO terms","G3DSA:3.40.30.10 (GENE3D); PF13899 (PFAM); IPR007926 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR15337 (PANTHER); PTHR15337:SF22 (PANTHER); IPR036249 (SUPERFAMILY)","g3224.pdb","false","g3224.pdb","Mchit"
"104","Lecithin:cholesterol acyltransferase domain containing protein","Acyltransferases","P:GO:0006629; F:GO:0008374; C:GO:0016021","g3136.pdb","P:lipid metabolic process; F:O-acyltransferase activity","IPR003386 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11440 (PANTHER); PTHR11440:SF47 (PANTHER); IPR029058 (SUPERFAMILY)","g3136.pdb","false","g3136.pdb","Mchit"
"2","hypothetical protein Mgra_00006026","","","g3123.pdb","no IPS match","no IPS match","g3123.pdb","false","g3123.pdb","Mchit"
"3","hypothetical protein Mgra_00009988","","","g3121.pdb","no IPS match","no IPS match","g3121.pdb","false","g3121.pdb","Mchit"
"4","hypothetical protein Mgra_00001066","","","g3068.pdb","no IPS match","no IPS match","g3068.pdb","false","g3068.pdb","Mchit"
"105","Frizzled/Smoothened family membrane region containing protein","","P:GO:0001764; P:GO:0007166; P:GO:0040012; P:GO:0048598; P:GO:0051272; F:GO:0004888; F:GO:0005515; C:GO:0016021","g3062.pdb","P:cell surface receptor signaling pathway; F:transmembrane signaling receptor activity; F:protein binding; C:membrane; C:integral component of membrane","IPR000539 (PRINTS); G3DSA:1.20.1070.10 (GENE3D); IPR036790 (G3DSA:1.10.2000.GENE3D); IPR000539 (PFAM); IPR020067 (PFAM); IPR015526 (PANTHER); PTHR11309:SF47 (PANTHER); IPR020067 (PROSITE_PROFILES); IPR017981 (PROSITE_PROFILES); IPR036790 (SUPERFAMILY)","g3062.pdb","false","g3062.pdb","Mchit"
"11","ground-like domain protein","","","g3023.pdb","no GO terms","IPR007284 (PFAM); PTHR23261:SF69 (PANTHER); PTHR23261 (PANTHER)","g3023.pdb","false","g3023.pdb","Mchit"
"2","hypothetical protein Mgra_00004907","","","g2993.pdb","no IPS match","no IPS match","g2993.pdb","false","g2993.pdb","Mchit"
"2","unnamed protein product","","C:GO:0016020","g297.pdb","no IPS match","no IPS match","g297.pdb","false","g297.pdb","Mchit"
"6","unnamed protein product","","C:GO:0016020","g289.pdb","no IPS match","no IPS match","g289.pdb","false","g289.pdb","Mchit"
"106","Transmembrane 9 superfamily member","","P:GO:0072657; C:GO:0016021","g2827.pdb","C:integral component of membrane","IPR004240 (PFAM); PTHR10766:SF45 (PANTHER); IPR004240 (PANTHER)","g2827.pdb","false","g2827.pdb","Mchit"
"3","DOMON domain-containing protein","","C:GO:0016021","g2826.pdb","no GO terms","PTHR45828:SF7 (PANTHER); PTHR45828 (PANTHER); cd09628 (CDD)","g2826.pdb","false","g2826.pdb","Mchit"
"2","CBN-JUD-4 protein","","","g276.pdb","no GO terms","PTHR21593:SF32 (PANTHER); PTHR21593 (PANTHER)","g276.pdb","false","g276.pdb","Mchit"
"3","hypothetical protein Mgra_00010137","","","g2742.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","g2742.pdb","false","g2742.pdb","Mchit"
"107","MIR domain protein","","C:GO:0016021","g2692.pdb","no GO terms","IPR016093 (PFAM); G3DSA:2.80.10.50 (GENE3D); PTHR46809 (PANTHER); IPR016093 (PROSITE_PROFILES); IPR016093 (PROSITE_PROFILES); IPR016093 (PROSITE_PROFILES); IPR036300 (SUPERFAMILY)","g2692.pdb","false","g2692.pdb","Mchit"
"23","tissue inhibitor of metalloproteinase","","F:GO:0005515; F:GO:0008191","g2557.pdb","F:protein binding; F:metalloendopeptidase inhibitor activity","IPR001820 (PFAM); IPR008993 (G3DSA:2.40.50.GENE3D); IPR001820 (PANTHER); IPR001134 (PROSITE_PROFILES); IPR008993 (SUPERFAMILY)","g2557.pdb","false","g2557.pdb","Mchit"
"23","metalloproteinase inhibitor 3 isoform X2","","F:GO:0005515; F:GO:0008191","g2556.pdb","F:protein binding; F:metalloendopeptidase inhibitor activity","IPR008993 (G3DSA:2.40.50.GENE3D); IPR001820 (PFAM); IPR001820 (PANTHER); IPR001134 (PROSITE_PROFILES); IPR008993 (SUPERFAMILY)","g2556.pdb","false","g2556.pdb","Mchit"
"24","ShKT domain-containing protein","Translocases","P:GO:0034220; F:GO:0004888; F:GO:0005230; C:GO:0016021","g2550.pdb","P:ion transport; P:ion transmembrane transport; F:transmembrane signaling receptor activity; F:ion channel activity; F:extracellular ligand-gated ion channel activity; C:integral component of membrane","IPR006202 (PFAM); IPR003582 (PFAM); G3DSA:1.20.58.390 (GENE3D); IPR036734 (G3DSA:2.70.170.GENE3D); IPR006201 (PANTHER); PTHR18945:SF855 (PANTHER); IPR003582 (PROSITE_PROFILES); IPR036734 (SUPERFAMILY)","g2550.pdb","false","g2550.pdb","Mchit"
"108","hypothetical protein Mgra_00002412","","F:GO:0030570; C:GO:0005576","g2543.pdb","F:pectate lyase activity; C:extracellular region","IPR012334 (G3DSA:2.160.20.GENE3D); IPR004898 (PFAM); PTHR33407:SF11 (PANTHER); IPR004898 (PANTHER); IPR011050 (SUPERFAMILY)","g2543.pdb","false","g2543.pdb","Mchit"
"36","transthyretin-like protein 1","","C:GO:0005576; C:GO:0009986","g2536.pdb","C:cell surface","IPR038479 (G3DSA:2.60.40.GENE3D); IPR001534 (PFAM); PTHR21700:SF1 (PANTHER); IPR001534 (PANTHER)","g2536.pdb","false","g2536.pdb","Mchit"
"5","unnamed protein product","","C:GO:0016020; C:GO:0016021","g2518.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","g2518.pdb","false","g2518.pdb","Mchit"
"3","unnamed protein product","","C:GO:0016020; C:GO:0016021","g2505.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","g2505.pdb","false","g2505.pdb","Mchit"
"6","TRUD domain-containing protein","","P:GO:0001522; P:GO:0008033; P:GO:0009451; F:GO:0003723; F:GO:0009982; F:GO:0016853","g2434.pdb","no IPS match","no IPS match","g2434.pdb","false","g2434.pdb","Mchit"
"77","triacylglycerol lipase","Acting on ester bonds","P:GO:0016042; F:GO:0016298; C:GO:0016021","g2262.pdb","P:lipid catabolic process; F:hydrolase activity","IPR002918 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR32015:SF3 (PANTHER); IPR002918 (PANTHER); IPR029058 (SUPERFAMILY)","g2262.pdb","false","g2262.pdb","Mchit"
"54","hypothetical protein Mgra_00001175","","C:GO:0016020","g2221.pdb","no GO terms","PTHR34721 (PANTHER); PTHR34721:SF11 (PANTHER)","g2221.pdb","false","g2221.pdb","Mchit"
"81","calsequestrin family protein","","P:GO:0051279; F:GO:0005509; F:GO:0005515; C:GO:0005634; C:GO:0016324; C:GO:0033018; C:GO:0042383","g2217.pdb","F:calcium ion binding","PR00312 (PRINTS); G3DSA:3.40.30.10 (GENE3D); IPR001393 (PFAM); G3DSA:3.40.30.10 (GENE3D); G3DSA:3.40.30.10 (GENE3D); mobidb-lite (MOBIDB_LITE); IPR001393 (PANTHER); IPR036249 (SUPERFAMILY); IPR036249 (SUPERFAMILY); IPR036249 (SUPERFAMILY)","g2217.pdb","false","g2217.pdb","Mchit"
"7","unnamed protein product","","C:GO:0016020; C:GO:0016021","g213.pdb","no IPS match","no IPS match","g213.pdb","false","g213.pdb","Mchit"
"24","CRE-LGC-40 protein","Translocases","P:GO:0007165; P:GO:0007268; P:GO:0042391; P:GO:0050877; P:GO:1902476; F:GO:0004888; F:GO:0005230; F:GO:0005254; F:GO:0030594; C:GO:0005887; C:GO:0043005; C:GO:0045202","g2107.pdb","P:ion transport; P:ion transmembrane transport; F:transmembrane signaling receptor activity; F:ion channel activity; F:extracellular ligand-gated ion channel activity; C:integral component of membrane","IPR006201 (PRINTS); IPR006028 (PRINTS); IPR006029 (PFAM); IPR006201 (TIGRFAM); G3DSA:1.20.58.390 (GENE3D); IPR036734 (G3DSA:2.70.170.GENE3D); IPR006202 (PFAM); PTHR18945:SF382 (PANTHER); IPR006201 (PANTHER); cd18987 (CDD); cd19049 (CDD); IPR036719 (SUPERFAMILY); IPR036734 (SUPERFAMILY)","g2107.pdb","false","g2107.pdb","Mchit"
"11","ground-like domain protein","","C:GO:0016020; C:GO:0016021","g2093.pdb","no GO terms","IPR007284 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR31967:SF14 (PANTHER); PTHR31967 (PANTHER)","g2093.pdb","false","g2093.pdb","Mchit"
"24","CRE-GGR-2 protein","Translocases","P:GO:0007165; P:GO:0007268; P:GO:0042391; P:GO:0050877; P:GO:1902476; F:GO:0004888; F:GO:0005230; F:GO:0005254; F:GO:0030594; C:GO:0005887; C:GO:0043005; C:GO:0045202","g2073.pdb","P:ion transport; P:ion transmembrane transport; F:transmembrane signaling receptor activity; F:ion channel activity; F:extracellular ligand-gated ion channel activity; C:integral component of membrane","IPR006201 (PRINTS); IPR006028 (PRINTS); IPR036734 (G3DSA:2.70.170.GENE3D); IPR006202 (PFAM); G3DSA:1.20.58.390 (GENE3D); IPR006029 (PFAM); IPR006201 (TIGRFAM); mobidb-lite (MOBIDB_LITE); PTHR18945:SF450 (PANTHER); PTHR18945:SF450 (PANTHER); IPR006201 (PANTHER); cd18987 (CDD); cd19049 (CDD); IPR036719 (SUPERFAMILY); IPR036734 (SUPERFAMILY)","g2073.pdb","false","g2073.pdb","Mchit"
"7","hypothetical protein Mgra_00002864","","C:GO:0016021","g2072.pdb","no IPS match","no IPS match","g2072.pdb","false","g2072.pdb","Mchit"
"7","hypothetical protein Mgra_00002864","","C:GO:0016021","g2066.pdb","no IPS match","no IPS match","g2066.pdb","false","g2066.pdb","Mchit"
"3","unnamed protein product","","","g2062.pdb","no IPS match","no IPS match","g2062.pdb","false","g2062.pdb","Mchit"
"2","---NA---","","","g2058.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","g2058.pdb","false","g2058.pdb","Mchit"
"5","GOLD domain-containing protein","","P:GO:0006886; P:GO:0006888; P:GO:0007030; C:GO:0005783; C:GO:0005793; C:GO:0005794; C:GO:0016021; C:GO:0030134","g2023.pdb","no GO terms","IPR009038 (PFAM); IPR015720 (PANTHER); PTHR22811:SF60 (PANTHER); IPR009038 (PROSITE_PROFILES); IPR036598 (SUPERFAMILY)","g2023.pdb","false","g2023.pdb","Mchit"
"54","Protein CBG09734","","C:GO:0016021","g19.pdb","no IPS match","no IPS match","g19.pdb","false","g19.pdb","Mchit"
"109","Protein CBG10764","","P:GO:0007165; F:GO:0005179; C:GO:0005576","g1997.pdb","F:hormone activity; C:extracellular region","IPR004978 (PFAM); IPR004978 (PANTHER); PTHR11245:SF6 (PANTHER)","g1997.pdb","false","g1997.pdb","Mchit"
"2","unnamed protein product","","C:GO:0016021","g1980.pdb","no GO terms","IPR036341 (SUPERFAMILY)","g1980.pdb","false","g1980.pdb","Mchit"
"79","Protein CBG13422","","","g193.pdb","no GO terms","PTHR34493 (PANTHER); PTHR34493:SF4 (PANTHER)","g193.pdb","false","g193.pdb","Mchit"
"7","hypothetical protein Mgra_00008530","","","g184.pdb","no IPS match","no IPS match","g184.pdb","false","g184.pdb","Mchit"
"110","Lipase, class 3 family-containing protein","","P:GO:0006629","g1797.pdb","P:lipid metabolic process","IPR002921 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR45908:SF15 (PANTHER); PTHR45908 (PANTHER); cd00519 (CDD); IPR029058 (SUPERFAMILY)","g1797.pdb","false","g1797.pdb","Mchit"
"5","---NA---","","","g1772.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","g1772.pdb","false","g1772.pdb","Mchit"
"40","Warthog protein","","","g1765.pdb","no GO terms","PTHR46706:SF3 (PANTHER); PTHR46706 (PANTHER)","g1765.pdb","false","g1765.pdb","Mchit"
"111","Granulins Proepithelin","","C:GO:0005576","g1737.pdb","no GO terms","IPR037277 (G3DSA:2.10.25.GENE3D); IPR000118 (PFAM); IPR039036 (PANTHER); PTHR12274:SF3 (PANTHER); IPR039036 (PANTHER); PTHR12274:SF3 (PANTHER); IPR039036 (PANTHER); SSF57277 (SUPERFAMILY)","g1737.pdb","false","g1737.pdb","Mchit"
"2","unnamed protein product","","C:GO:0016021","g1685.pdb","no IPS match","no IPS match","g1685.pdb","false","g1685.pdb","Mchit"
"83","Peptidylglycine alpha-hydroxylating monooxygenase","Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2)","P:GO:0006518; F:GO:0005507; F:GO:0016715; C:GO:0005576; C:GO:0016020","g1575.pdb","P:peptide metabolic process; F:catalytic activity; F:monooxygenase activity; F:copper ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen; C:membrane","IPR000720 (PRINTS); IPR014784 (G3DSA:2.60.120.GENE3D); IPR000323 (PFAM); IPR024548 (PFAM); IPR036939 (G3DSA:2.60.120.GENE3D); PTHR10680 (PANTHER); PTHR10680:SF14 (PANTHER); IPR008977 (SUPERFAMILY); IPR008977 (SUPERFAMILY)","g1575.pdb","false","g1575.pdb","Mchit"
"44","eLRR (extracellular Leucine-Rich Repeat) ONly","","F:GO:0005515; C:GO:0016021","g1573.pdb","F:protein binding","IPR032675 (G3DSA:3.80.10.GENE3D); IPR001611 (PFAM); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR46473 (PANTHER); PTHR46473:SF8 (PANTHER); IPR001611 (PROSITE_PROFILES); SSF52058 (SUPERFAMILY); SSF52058 (SUPERFAMILY)","g1573.pdb","false","g1573.pdb","Mchit"
"112","heat shock protein 70-C","","F:GO:0005524; F:GO:0016887; C:GO:0005788","g1554.pdb","F:ATP binding; F:ATP hydrolysis activity","PR00301 (PRINTS); G3DSA:3.30.420.40 (GENE3D); IPR013126 (PFAM); IPR029048 (G3DSA:1.20.1270.GENE3D); IPR029047 (G3DSA:2.60.34.GENE3D); G3DSA:3.30.420.40 (GENE3D); G3DSA:3.90.640.10 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR19375:SF157 (PANTHER); IPR013126 (PANTHER); IPR042050 (CDD); IPR029048 (SUPERFAMILY); IPR043129 (SUPERFAMILY); IPR029047 (SUPERFAMILY); IPR043129 (SUPERFAMILY)","g1554.pdb","false","g1554.pdb","Mchit"
"2","hypothetical protein Mgra_00008442","","C:GO:0016020; C:GO:0016021","g14.pdb","no GO terms","IPR040282 (PANTHER); PTHR35572:SF4 (PANTHER)","g14.pdb","false","g14.pdb","Mchit"
"5","hypothetical protein Mgra_00000617","","","g1483.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","g1483.pdb","false","g1483.pdb","Mchit"
"7","---NA---","","","g1479.pdb","no IPS match","no IPS match","g1479.pdb","false","g1479.pdb","Mchit"
"113","unnamed protein product","","P:GO:0007165; F:GO:0004930; C:GO:0016021","g1477.pdb","no IPS match","no IPS match","g1477.pdb","false","g1477.pdb","Mchit"
"5","chorismate mutase precursor protein","","P:GO:0046417","g1451.pdb","P:chorismate metabolic process","IPR036979 (G3DSA:1.20.59.GENE3D); IPR036263 (SUPERFAMILY)","g1451.pdb","false","g1451.pdb","Mchit"
"4","hypothetical protein Mgra_00005891","","","g1444.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","g1444.pdb","false","g1444.pdb","Mchit"
"6","Conserved Cysteine/Glycine domain protein","","","g1432.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","g1432.pdb","false","g1432.pdb","Mchit"
"114","endonuclease/exonuclease/phosphatase family protein","","F:GO:0003824","g1430.pdb","F:catalytic activity","IPR036691 (G3DSA:3.60.10.GENE3D); IPR005135 (PFAM); PTHR41349 (PANTHER); IPR036691 (SUPERFAMILY)","g1430.pdb","false","g1430.pdb","Mchit"
"31","CRE-NAS-37 protein","Acting on peptide bonds (peptidases)","P:GO:0006508; P:GO:0018996; F:GO:0004222; F:GO:0008270","g1426.pdb","P:proteolysis; P:molting cycle, collagen and cuticulin-based cuticle; F:metalloendopeptidase activity; F:metallopeptidase activity","IPR001506 (PRINTS); IPR017050 (PIRSF); IPR001506 (PFAM); IPR035914 (G3DSA:2.60.120.GENE3D); IPR024079 (G3DSA:3.40.390.GENE3D); PTHR10127 (PANTHER); IPR001506 (PROSITE_PROFILES); IPR000859 (PROSITE_PROFILES); IPR034035 (CDD); IPR035914 (SUPERFAMILY); SSF55486 (SUPERFAMILY)","g1426.pdb","false","g1426.pdb","Mchit"
"34","UDP-glucuronosyltransferase 1-8","Glucuronosyltransferase","F:GO:0015020; C:GO:0016021","g1421.pdb","F:UDP-glycosyltransferase activity","G3DSA:3.40.50.2000 (GENE3D); IPR002213 (PFAM); PTHR48043 (PANTHER); PTHR48043:SF119 (PANTHER); IPR002213 (CDD); SSF53756 (SUPERFAMILY)","g1421.pdb","false","g1421.pdb","Mchit"
"5","hypothetical protein Mgra_00005868","","C:GO:0016021","g1420.pdb","no IPS match","no IPS match","g1420.pdb","false","g1420.pdb","Mchit"
"36","Transthyretin-like family protein","","C:GO:0005576; C:GO:0009986; C:GO:0016021","g1389.pdb","C:cell surface","G3DSA:1.10.10.1870 (GENE3D); IPR003582 (PFAM); IPR038479 (G3DSA:2.60.40.GENE3D); IPR001534 (PFAM); G3DSA:1.10.10.1940 (GENE3D); PTHR21700:SF26 (PANTHER); IPR001534 (PANTHER); IPR003582 (PROSITE_PROFILES)","g1389.pdb","false","g1389.pdb","Mchit"
"5","unnamed protein product","","","g1378.pdb","no IPS match","no IPS match","g1378.pdb","false","g1378.pdb","Mchit"
"4","CRE-FLP-16 protein","","P:GO:0007218; P:GO:0045988; P:GO:0071244; P:GO:1903745; C:GO:0005576","g1377.pdb","no IPS match","no IPS match","g1377.pdb","false","g1377.pdb","Mchit"
"52","DB module","Transferring phosphorus-containing groups","P:GO:0006468; F:GO:0004672; F:GO:0005524; C:GO:0016020","g1315.pdb","no GO terms","IPR002602 (PFAM); PTHR46705:SF6 (PANTHER); PTHR46705 (PANTHER)","g1315.pdb","false","g1315.pdb","Mchit"
"4","Thioredoxin domain-containing protein","","C:GO:0016020","g129.pdb","no GO terms","G3DSA:3.40.30.10 (GENE3D); IPR010893 (PFAM); G3DSA:3.40.30.10 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR19991:SF2 (PANTHER); PTHR19991 (PANTHER); IPR013766 (PROSITE_PROFILES); cd02961 (CDD); IPR036249 (SUPERFAMILY); IPR036249 (SUPERFAMILY)","g129.pdb","false","g129.pdb","Mchit"
"3","unnamed protein product","","C:GO:0016020; C:GO:0016021","g12795.pdb","no IPS match","no IPS match","g12795.pdb","false","g12795.pdb","Mchit"
"24","Acetylcholine-gated ion channel acc-4","Translocases","P:GO:0007165; P:GO:0007268; P:GO:0042391; P:GO:0050877; P:GO:1902476; F:GO:0004888; F:GO:0005230; F:GO:0005254; F:GO:0030594; C:GO:0005887; C:GO:0030424; C:GO:0034707; C:GO:0042734","g12756.pdb","P:ion transport; P:ion transmembrane transport; F:transmembrane signaling receptor activity; F:ion channel activity; F:extracellular ligand-gated ion channel activity; C:integral component of membrane","IPR006201 (PRINTS); IPR006028 (PRINTS); IPR006202 (PFAM); IPR036734 (G3DSA:2.70.170.GENE3D); IPR006029 (PFAM); G3DSA:1.20.58.390 (GENE3D); PTHR18945:SF516 (PANTHER); IPR006201 (PANTHER); cd18990 (CDD); cd19049 (CDD); IPR036719 (SUPERFAMILY); IPR036734 (SUPERFAMILY)","g12756.pdb","false","g12756.pdb","Mchit"
"31","ZnMc domain-containing protein","Acting on peptide bonds (peptidases)","P:GO:0006508; F:GO:0004222; F:GO:0008270","g12750.pdb","P:proteolysis; F:metalloendopeptidase activity; F:metallopeptidase activity","IPR001506 (PRINTS); IPR024079 (G3DSA:3.40.390.GENE3D); IPR001506 (PFAM); PTHR10127:SF815 (PANTHER); PTHR10127 (PANTHER); IPR001506 (PROSITE_PROFILES); IPR034035 (CDD); SSF55486 (SUPERFAMILY)","g12750.pdb","false","g12750.pdb","Mchit"
"115","Amidase domain-containing protein","","C:GO:0016021","g12722.pdb","no GO terms","IPR023631 (PFAM); IPR036928 (G3DSA:3.90.1300.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR43372 (PANTHER); IPR036928 (SUPERFAMILY)","g12722.pdb","false","g12722.pdb","Mchit"
"24","GABA/Glycine Receptor family (see gbr)","Translocases","P:GO:0007165; P:GO:0007268; P:GO:0042391; P:GO:0050877; P:GO:1902476; F:GO:0004888; F:GO:0005230; F:GO:0005254; F:GO:0030594; C:GO:0005887; C:GO:0043005; C:GO:0045202","g12718.pdb","P:ion transport; P:ion transmembrane transport; F:transmembrane signaling receptor activity; F:ion channel activity; F:extracellular ligand-gated ion channel activity; C:integral component of membrane","IPR006201 (PRINTS); IPR006028 (PRINTS); IPR006029 (PFAM); IPR006201 (TIGRFAM); IPR006202 (PFAM); IPR036734 (G3DSA:2.70.170.GENE3D); G3DSA:1.20.58.390 (GENE3D); IPR006201 (PANTHER); PTHR18945:SF403 (PANTHER); cd18990 (CDD); cd19049 (CDD); IPR036734 (SUPERFAMILY); IPR036719 (SUPERFAMILY)","g12718.pdb","false","g12718.pdb","Mchit"
"34","hypothetical protein Mgra_00005107","Transferases","F:GO:0008194","g12702.pdb","F:UDP-glycosyltransferase activity","G3DSA:3.40.50.2000 (GENE3D); IPR002213 (PFAM); PTHR48043 (PANTHER); SSF53756 (SUPERFAMILY)","g12702.pdb","false","g12702.pdb","Mchit"
"6","unnamed protein product","","C:GO:0016020; C:GO:0016021","g12700.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","g12700.pdb","false","g12700.pdb","Mchit"
"7","hypothetical protein Mgra_00005145","","","g12692.pdb","no IPS match","no IPS match","g12692.pdb","false","g12692.pdb","Mchit"
"8","hypothetical protein Mgra_00005108","","C:GO:0016020; C:GO:0016021","g12689.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","g12689.pdb","false","g12689.pdb","Mchit"
"116","putative esophageal gland cell secretory protein 11","","","g12655.pdb","no IPS match","no IPS match","g12655.pdb","false","g12655.pdb","Mchit"
"4","UPF0057-domain-containing protein","","C:GO:0016021","g12650.pdb","C:integral component of membrane","IPR000612 (PFAM)","g12650.pdb","false","g12650.pdb","Mchit"
"94","eukaryotic aspartyl protease","Acting on peptide bonds (peptidases)","P:GO:0006508; P:GO:0070265; F:GO:0004190; C:GO:0005764","g12629.pdb","P:proteolysis; F:aspartic-type endopeptidase activity","IPR001461 (PRINTS); G3DSA:2.60.40.1960 (GENE3D); IPR021109 (G3DSA:2.40.70.GENE3D); IPR021109 (G3DSA:2.40.70.GENE3D); IPR033121 (PFAM); PTHR47966:SF42 (PANTHER); IPR001461 (PANTHER); IPR033121 (PROSITE_PROFILES); IPR021109 (SUPERFAMILY)","g12629.pdb","false","g12629.pdb","Mchit"
"52","DB module family protein","N-acetylmuramoyl-L-alanine amidase","P:GO:0009253; F:GO:0008745; C:GO:0016021","g12622.pdb","no GO terms","IPR002602 (PFAM); PTHR21679 (PANTHER); PTHR21679:SF1 (PANTHER)","g12622.pdb","false","g12622.pdb","Mchit"
