From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	WormBase
O17786	O17786	unreviewed	O17786_CAEEL	Serpentine Receptor, class H	srh-281 CELE_F11A5.1 F11A5.1	Caenorhabditis elegans	330	F11A5.1;
O17787	O17787	unreviewed	O17787_CAEEL	Serpentine Receptor, class H	srh-279 CELE_F11A5.2 F11A5.2	Caenorhabditis elegans	330	F11A5.2;
O17800	O17800	reviewed	SRD63_CAEEL	Serpentine receptor class delta-63 (Protein srd-63)	srd-63 F13A7.2	Caenorhabditis elegans	321	F13A7.2;
O17809	O17809	unreviewed	O17809_CAEEL	Serpentine Receptor, class J	srj-10 CELE_F14H3.1 F14H3.1	Caenorhabditis elegans	335	F14H3.1;
O17811	O17811	reviewed	YSZI_CAEEL	Uncharacterized protein F15A4.10	F15A4.10	Caenorhabditis elegans	79	F15A4.10;
O17814	O17814	unreviewed	O17814_CAEEL	Uncharacterized protein	CELE_F15A4.5 F15A4.5	Caenorhabditis elegans	231	F15A4.5;
O17816	O17816	reviewed	SRE38_CAEEL	Serpentine receptor class epsilon-38 (Protein sre-38)	sre-38 F15A4.1	Caenorhabditis elegans	365	F15A4.1;
O17818	O17818	reviewed	SRE37_CAEEL	Serpentine receptor class epsilon-37 (Protein sre-37)	sre-37 F15A4.3	Caenorhabditis elegans	362	F15A4.3;
O17819	O17819	reviewed	SRG16_CAEEL	Serpentine receptor class gamma-16 (Protein srg-16)	srg-16 F15A4.4	Caenorhabditis elegans	325	F15A4.4;
O17820	O17820	reviewed	SRG17_CAEEL	Serpentine receptor class gamma-17 (Protein srg-17)	srg-17 F15A4.7	Caenorhabditis elegans	320	F15A4.7;
O17821	O17821	reviewed	SRD41_CAEEL	Serpentine receptor class delta-41 (Protein srd-41)	srd-41 F17A2.6	Caenorhabditis elegans	324	F17A2.6;
O17822	O17822	reviewed	SRD48_CAEEL	Serpentine receptor class delta-48 (Protein srd-48)	srd-48 F17A2.9	Caenorhabditis elegans	316	F17A2.9;
O17823	O17823	reviewed	SRD44_CAEEL	Serpentine receptor class delta-44 (Protein srd-44)	srd-44 F17A2.8	Caenorhabditis elegans	317	F17A2.8;
O17827	O17827	unreviewed	O17827_CAEEL	Uncharacterized protein	CELE_F21A3.4 F21A3.4	Caenorhabditis elegans	239	F21A3.4;
O17830	O17830	unreviewed	O17830_CAEEL	Serpentine Receptor, class J	srj-29 CELE_F22B8.1 F22B8.1	Caenorhabditis elegans	379	F22B8.1;
O17831	O17831	unreviewed	O17831_CAEEL	Seven TM Receptor	CELE_F22B8.3 F22B8.3	Caenorhabditis elegans	321	F22B8.3;
O17842	O17842	reviewed	SRA17_CAEEL	Serpentine receptor class alpha-17 (Protein sra-17)	sra-17 F28C12.1	Caenorhabditis elegans	337	F28C12.1;
O17844	O17844	reviewed	SRA20_CAEEL	Serpentine receptor class alpha-20 (Protein sra-20)	sra-20 F28C12.4	Caenorhabditis elegans	339	F28C12.4;
O17846	O17846	reviewed	SRA22_CAEEL	Serpentine receptor class alpha-22 (Protein sra-22)	sra-22 F28C12.7	Caenorhabditis elegans	339	F28C12.7;
O17847	O17847	reviewed	SRA25_CAEEL	Serpentine receptor class alpha-25 (Protein sra-25)	sra-25 T26E3.9	Caenorhabditis elegans	335	T26E3.9;
O17857	O17857	unreviewed	O17857_CAEEL	Serpentine Receptor, class J	srj-21 CELE_F28H7.11 F28H7.11	Caenorhabditis elegans	222	F28H7.11;
O17872	O17872	unreviewed	O17872_CAEEL	Seven TM Receptor	str-103 CELE_F44G3.1 F44G3.1	Caenorhabditis elegans	339	F44G3.1;
O17876	O17876	unreviewed	O17876_CAEEL	7TM_GPCR_Srx domain-containing protein	srx-119 CELE_F49C5.1 F49C5.1	Caenorhabditis elegans	323	F49C5.1;
O17877	O17877	unreviewed	O17877_CAEEL	7TM_GPCR_Srx domain-containing protein	srx-120 CELE_F49C5.2 F49C5.2	Caenorhabditis elegans	329	F49C5.2;
O17899	O17899	unreviewed	O17899_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	pcdr-1 CELE_F59D12.1 F59D12.1	Caenorhabditis elegans	318	F59D12.1;
O17925	O17925	unreviewed	O17925_CAEEL	Seven TM Receptor	str-106 CELE_K05D4.2 K05D4.2	Caenorhabditis elegans	338	K05D4.2;
O17926	O17926	unreviewed	O17926_CAEEL	Serpentine Receptor, class Z	srz-14 CELE_K05D4.3 K05D4.3	Caenorhabditis elegans	321	K05D4.3;
O17956	O17956	reviewed	SRD28_CAEEL	Serpentine receptor class delta-28 (Protein srd-28)	srd-28 M01B2.2	Caenorhabditis elegans	320	M01B2.2;
O17957	O17957	unreviewed	O17957_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-75 CELE_M01B2.3 M01B2.3	Caenorhabditis elegans	284	M01B2.3;
O17958	O17958	unreviewed	O17958_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-76 CELE_M01B2.4 M01B2.4	Caenorhabditis elegans	287	M01B2.4;
O17960	O17960	unreviewed	O17960_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-39 CELE_M01B2.9 M01B2.9	Caenorhabditis elegans	311	M01B2.9;
O17961	O17961	unreviewed	O17961_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-37 CELE_M01B2.7 M01B2.7	Caenorhabditis elegans	302	M01B2.7;
O17973	O17973	unreviewed	O17973_CAEEL	Seven TM Receptor	str-3 CELE_M7.13 M7.13	Caenorhabditis elegans	352	M7.13;
O17986	O17986	unreviewed	O17986_CAEEL	Serpentine Receptor, class H	srh-170 CELE_R08H2.3 R08H2.3	Caenorhabditis elegans	313	R08H2.3;
O17987	O17987	unreviewed	O17987_CAEEL	Serpentine Receptor, class H	srh-251 CELE_R08H2.4 R08H2.4	Caenorhabditis elegans	320	R08H2.4;
O17996	O17996	unreviewed	O17996_CAEEL	Seven TM Receptor	str-88 CELE_R08H2.2 R08H2.2	Caenorhabditis elegans	339	R08H2.2;
O17997	O17997	unreviewed	O17997_CAEEL	Serpentine Receptor, class H	srh-24 CELE_R10D12.11 R10D12.11	Caenorhabditis elegans	318	R10D12.11;
O18010	O18010	unreviewed	O18010_CAEEL	Serpentine Receptor, class J	srj-27 CELE_T01G5.3 T01G5.3	Caenorhabditis elegans	334	T01G5.3;
O18011	O18011	unreviewed	O18011_CAEEL	Uncharacterized protein	CELE_T01G5.6 T01G5.6	Caenorhabditis elegans	103	T01G5.6;
O18012	O18012	unreviewed	O18012_CAEEL	RING-type domain-containing protein	CELE_T01G5.7 T01G5.7	Caenorhabditis elegans	260	T01G5.7;
O18014	O18014	unreviewed	O18014_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	npr-25 CELE_T02E9.1 T02E9.1	Caenorhabditis elegans	376	T02E9.1;
O18018	O18018	unreviewed	O18018_CAEEL	Serpentine Receptor, class U	sru-20 CELE_T04A11.7 T04A11.7	Caenorhabditis elegans	350	T04A11.7a;
O18019	O18019	unreviewed	O18019_CAEEL	Serpentine Receptor, class U	sru-19 CELE_T04A11.8 T04A11.8	Caenorhabditis elegans	332	T04A11.8;
O18020	O18020	unreviewed	O18020_CAEEL	Serpentine Receptor, class U	sru-18 CELE_T04A11.9 T04A11.9	Caenorhabditis elegans	332	T04A11.9;
O18021	O18021	unreviewed	O18021_CAEEL	Serpentine Receptor, class U	sru-17 CELE_T04A11.10 T04A11.10	Caenorhabditis elegans	330	T04A11.10;
O18027	O18027	unreviewed	O18027_CAEEL	Seven TM Receptor	str-125 CELE_T05E12.1 T05E12.1	Caenorhabditis elegans	343	T05E12.1;
O18032	O18032	unreviewed	O18032_CAEEL	Uncharacterized protein	CELE_T05F1.7 T05F1.7	Caenorhabditis elegans	453	T05F1.7;
O18040	O18040	unreviewed	O18040_CAEEL	Seven TM Receptor	str-60 CELE_T06C12.1 T06C12.1	Caenorhabditis elegans	347	T06C12.1;
O18041	O18041	unreviewed	O18041_CAEEL	Seven TM Receptor	str-57 CELE_T06C12.2 T06C12.2	Caenorhabditis elegans	346	T06C12.2;
O18042	O18042	unreviewed	O18042_CAEEL	Seven TM Receptor	str-56 CELE_T06C12.3 T06C12.3	Caenorhabditis elegans	346	T06C12.3;
O18046	O18046	unreviewed	O18046_CAEEL	Seven TM Receptor	CELE_T06C12.11 T06C12.11	Caenorhabditis elegans	321	T06C12.11;
O18047	O18047	unreviewed	O18047_CAEEL	Uncharacterized protein	CELE_T06C12.12 T06C12.12	Caenorhabditis elegans	112	T06C12.12;
O18051	O18051	unreviewed	O18051_CAEEL	Uncharacterized protein	CELE_T06G6.3 T06G6.3	Caenorhabditis elegans	511	T06G6.3a;
O18053	O18053	unreviewed	O18053_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-88 CELE_T06G6.7 T06G6.7	Caenorhabditis elegans	379	T06G6.7;
O18054	O18054	reviewed	PFD3_CAEEL	Probable prefoldin subunit 3	pfd-3 vbp-1 T06G6.9	Caenorhabditis elegans	185	T06G6.9;
O18069	O18069	unreviewed	O18069_CAEEL	Seven TM Receptor	str-15 CELE_T08G3.1 T08G3.1	Caenorhabditis elegans	340	T08G3.1;
O18070	O18070	unreviewed	O18070_CAEEL	Seven TM Receptor	str-14 CELE_T08G3.2 T08G3.2	Caenorhabditis elegans	343	T08G3.2;
O18071	O18071	unreviewed	O18071_CAEEL	Serpentine Receptor, class H	srh-142 CELE_T08G3.3 T08G3.3	Caenorhabditis elegans	329	T08G3.3;
O18078	O18078	unreviewed	O18078_CAEEL	Seven TM Receptor	str-45 CELE_T09F5.3 T09F5.3	Caenorhabditis elegans	333	T09F5.3;
O18080	O18080	unreviewed	O18080_CAEEL	Seven TM Receptor	str-232 CELE_T10C6.1 T10C6.1	Caenorhabditis elegans	355	T10C6.1;
O18092	O18092	unreviewed	O18092_CAEEL	Uncharacterized protein	CELE_T20F10.2 T20F10.2	Caenorhabditis elegans	282	T20F10.2a;
O18098	O18098	unreviewed	O18098_CAEEL	Serpentine Receptor, class Z	srz-6 CELE_T21B4.1 T21B4.1	Caenorhabditis elegans	372	T21B4.1;
O18102	O18102	unreviewed	O18102_CAEEL	Serpentine Receptor, class H	srh-69 CELE_T21B4.7 T21B4.7	Caenorhabditis elegans	328	T21B4.7;
O18106	O18106	unreviewed	O18106_CAEEL	7TM_GPCR_Srx domain-containing protein	srx-118 CELE_T21B4.12 T21B4.12	Caenorhabditis elegans	328	T21B4.12;
O18110	O18110	unreviewed	O18110_CAEEL	Serpentine Receptor, class I	sri-11 CELE_T22H2.3 T22H2.3	Caenorhabditis elegans	349	T22H2.3;
O18113	O18113	unreviewed	O18113_CAEEL	Serpentine Receptor, class I	sri-12 CELE_T22H2.1 T22H2.1	Caenorhabditis elegans	347	T22H2.1;
O18140	O18140	unreviewed	O18140_CAEEL	Serpentine Receptor, class R	srr-2 CELE_T26H2.8 T26H2.8	Caenorhabditis elegans	387	T26H2.8;
O18168	O18168	unreviewed	O18168_CAEEL	Uncharacterized protein	CELE_W04G5.3 W04G5.3	Caenorhabditis elegans	72	W04G5.3;
O18172	O18172	unreviewed	O18172_CAEEL	Uncharacterized protein	CELE_W04G5.8 W04G5.8	Caenorhabditis elegans	397	W04G5.8;
O18175	O18175	reviewed	SRE33_CAEEL	Serpentine receptor class epsilon-33 (Protein sre-33)	sre-33 W05H5.6	Caenorhabditis elegans	359	W05H5.6;
O18202	O18202	unreviewed	O18202_CAEEL	C-type lectin domain-containing protein	clec-146 CELE_Y48E1B.9 Y48E1B.9	Caenorhabditis elegans	189	Y48E1B.9a;
O18208	O18208	unreviewed	O18208_CAEEL	Uncharacterized protein	CELE_Y53C12A.6 Y53C12A.6	Caenorhabditis elegans	62	Y53C12A.6a;
O18230	O18230	unreviewed	O18230_CAEEL	t-SNARE coiled-coil homology domain-containing protein	vti-1 CELE_Y57G11C.4 Y57G11C.4	Caenorhabditis elegans	224	Y57G11C.4;
O18244	O18244	unreviewed	O18244_CAEEL	Uncharacterized protein	CELE_Y57G11C.20 Y57G11C.20	Caenorhabditis elegans	649	Y57G11C.20;
O18277	O18277	unreviewed	O18277_CAEEL	Serpentine Receptor, class W	srw-10 CELE_ZC482.6 ZC482.6	Caenorhabditis elegans	376	ZC482.6;
O18280	O18280	reviewed	GUR3_CAEEL	Gustatory receptor family protein 3	gur-3 ZC504.5	Caenorhabditis elegans	447	ZC504.5;
O18301	O18301	unreviewed	O18301_CAEEL	PDZ domain-containing protein	CELE_ZK849.1 ZK849.1	Caenorhabditis elegans	331	ZK849.1;
O18302	O18302	unreviewed	O18302_CAEEL	PDZ domain-containing protein	gopc-1 CELE_ZK849.2 ZK849.2	Caenorhabditis elegans	414	ZK849.2a;
O18306	O18306	unreviewed	O18306_CAEEL	Uncharacterized protein	CELE_ZK899.7 ZK899.7	Caenorhabditis elegans	190	ZK899.7;
O18686	O18686	unreviewed	O18686_CAEEL	Uncharacterized protein	CELE_F26E4.2 F26E4.2	Caenorhabditis elegans	137	F26E4.2;
O18687	O18687	unreviewed	O18687_CAEEL	Cytochrome c oxidase polypeptide VIIc	cox-7c cox-7C CELE_F26E4.6 F26E4.6	Caenorhabditis elegans	84	F26E4.6;
O18689	O18689	reviewed	SRA18_CAEEL	Serpentine receptor class alpha-18 (Protein sra-18)	sra-18 F28C12.2	Caenorhabditis elegans	340	F28C12.2;
O18690	O18690	reviewed	SRA21_CAEEL	Serpentine receptor class alpha-21 (Protein sra-21)	sra-21 F28C12.5	Caenorhabditis elegans	339	F28C12.5;
O44132	O44132	unreviewed	O44132_CAEEL	Uncharacterized protein	C24D10.5 CELE_C24D10.5	Caenorhabditis elegans	225	C24D10.5;
O44142	O44142	unreviewed	O44142_CAEEL	Uncharacterized protein	C44B12.3 CELE_C44B12.3	Caenorhabditis elegans	86	C44B12.3;
O44148	O44148	unreviewed	O44148_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	tkr-2 C49A9.7 CELE_C49A9.7	Caenorhabditis elegans	391	C49A9.7;
O44158	O44158	unreviewed	O44158_CAEEL	VPS37 C-terminal domain-containing protein	vps-37 CD4.4 CELE_CD4.4	Caenorhabditis elegans	234	CD4.4;
O44176	O44176	unreviewed	O44176_CAEEL	Uncharacterized protein	CELE_F58F6.5 F58F6.5	Caenorhabditis elegans	121	F58F6.5;
O44177	O44177	unreviewed	O44177_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_F58F6.6 F58F6.6	Caenorhabditis elegans	331	F58F6.6;
O44194	O44194	unreviewed	O44194_CAEEL	Uncharacterized protein	CELE_T11F8.1 T11F8.1	Caenorhabditis elegans	261	T11F8.1;
O44196	O44196	unreviewed	O44196_CAEEL	SLC41A/MgtE integral membrane domain-containing protein	CELE_ZK185.2 ZK185.2	Caenorhabditis elegans	503	ZK185.2;
O44399	O44399	unreviewed	O44399_CAEEL	Uncharacterized protein	CELE_F37C4.4 F37C4.4	Caenorhabditis elegans	249	F37C4.4a;
O44441	O44441	reviewed	ATIF2_CAEEL	ATPase inhibitor mai-2, mitochondrial (ATP synthase F1 subunit epsilon)	mai-2 B0546.1	Caenorhabditis elegans	109	B0546.1;
O44445	O44445	reviewed	SNAPN_CAEEL	SNAPIN protein homolog (Biogenesis of lysosome-related organelles complex 1 subunit 7) (BLOC-1 subunit 7)	snpn-1 C02B10.2	Caenorhabditis elegans	122	C02B10.2;
O44453	O44453	unreviewed	O44453_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	C04C3.6 CELE_C04C3.6	Caenorhabditis elegans	344	C04C3.6;
O44454	O44454	unreviewed	O44454_CAEEL	Serpentine Receptor, class Z	srz-60 C04C3.1 CELE_C04C3.1	Caenorhabditis elegans	226	C04C3.1;
O44455	O44455	unreviewed	O44455_CAEEL	Seven TM Receptor	C04C3.7 CELE_C04C3.7	Caenorhabditis elegans	176	C04C3.7;
O44457	O44457	unreviewed	O44457_CAEEL	DUF148 domain-containing protein	C09G12.5 CELE_C09G12.5	Caenorhabditis elegans	106	C09G12.5;
O44459	O44459	unreviewed	O44459_CAEEL	Serpentine Receptor, class Z	srz-78 C09G12.3 CELE_C09G12.3	Caenorhabditis elegans	327	C09G12.3;
O44460	O44460	unreviewed	O44460_CAEEL	Serpentine Receptor, class Z	srz-79 C09G12.2 CELE_C09G12.2	Caenorhabditis elegans	319	C09G12.2;
O44471	O44471	unreviewed	O44471_CAEEL	Ground-like domain-containing protein	grd-10 CELE_F09D12.1 F09D12.1	Caenorhabditis elegans	102	F09D12.1;
O44477	O44477	reviewed	T17B1_CAEEL	Probable mitochondrial import inner membrane translocase subunit tim-17B.1	timm-17B.1 tim-17 timm-17 E04A4.5	Caenorhabditis elegans	181	E04A4.5;
O44491	O44491	unreviewed	O44491_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_F42A6.1 F42A6.1	Caenorhabditis elegans	328	F42A6.1;
O44492	O44492	unreviewed	O44492_CAEEL	Serpentine Receptor, class V	srv-4 CELE_F15E6.7 F15E6.7	Caenorhabditis elegans	321	F15E6.7a;
O44511	O44511	unreviewed	O44511_CAEEL	MARVEL domain-containing protein	sph-1 CELE_F42G8.11 F42G8.11	Caenorhabditis elegans	227	F42G8.11;
O44519	O44519	unreviewed	O44519_CAEEL	Uncharacterized protein	CELE_F56A11.6 F56A11.6	Caenorhabditis elegans	419	F56A11.6;
O44528	O44528	unreviewed	O44528_CAEEL	Seven TM Receptor	str-161 CELE_T08B6.3 T08B6.3	Caenorhabditis elegans	338	T08B6.3;
O44532	O44532	unreviewed	O44532_CAEEL	Seven TM Receptor	str-166 CELE_T08B6.6 T08B6.6	Caenorhabditis elegans	342	T08B6.6;
O44533	O44533	unreviewed	O44533_CAEEL	Seven TM Receptor	str-170 CELE_T08B6.7 T08B6.7	Caenorhabditis elegans	346	T08B6.7;
O44536	O44536	unreviewed	O44536_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	gnrr-5 CELE_H22D07.1 H22D07.1	Caenorhabditis elegans	423	H22D07.1;
O44541	O44541	unreviewed	O44541_CAEEL	Serpentine Receptor, class H	srh-204 CELE_E03D2.3 E03D2.3	Caenorhabditis elegans	331	E03D2.3;
O44572	O44572	reviewed	TNNI4_CAEEL	Troponin I 4 (CeTNI-4) (TnI 4)	tni-4 W03F8.1	Caenorhabditis elegans	194	W03F8.1;
O44573	O44573	unreviewed	O44573_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-103 CELE_ZK697.5 ZK697.5	Caenorhabditis elegans	368	ZK697.5;
O44574	O44574	unreviewed	O44574_CAEEL	Serpentine Receptor, class I	sri-27 CELE_ZK697.4 ZK697.4	Caenorhabditis elegans	332	ZK697.4;
O44579	O44579	unreviewed	O44579_CAEEL	Serpentine Receptor, class H	srh-199 CELE_ZK697.11 ZK697.11	Caenorhabditis elegans	343	ZK697.11a;
O44580	O44580	unreviewed	O44580_CAEEL	Uncharacterized protein	CELE_ZK697.1 ZK697.1	Caenorhabditis elegans	305	ZK697.1;
O44607	O44607	unreviewed	O44607_CAEEL	Solute carrier family 40 member	fpn-1.2 CELE_R09B5.4 R09B5.4	Caenorhabditis elegans	507	R09B5.4;
O44614	O44614	unreviewed	O44614_CAEEL	CaeNaCin (Caenorhabditis bacteriocin)	cnc-5 CELE_R09B5.10 R09B5.10	Caenorhabditis elegans	68	R09B5.10;
O44620	O44620	unreviewed	O44620_CAEEL	Sugar transporter SWEET	swt-7 CELE_K11D12.5 K11D12.5	Caenorhabditis elegans	224	K11D12.5;
O44624	O44624	unreviewed	O44624_CAEEL	RING-type domain-containing protein	exc-14 CELE_K11D12.9 K11D12.9	Caenorhabditis elegans	400	K11D12.9;
O44630	O44630	unreviewed	O44630_CAEEL	Uncharacterized protein	CELE_F16B4.6 F16B4.6	Caenorhabditis elegans	150	F16B4.6a;
O44636	O44636	unreviewed	O44636_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-41 CELE_F16B4.10 F16B4.10	Caenorhabditis elegans	296	F16B4.10;
O44639	O44639	unreviewed	O44639_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-68 CELE_K07C6.11 K07C6.11	Caenorhabditis elegans	299	K07C6.11a;
O44641	O44641	unreviewed	O44641_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-67 CELE_K07C6.10 K07C6.10	Caenorhabditis elegans	234	K07C6.10;
O44642	O44642	unreviewed	O44642_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-66 CELE_K07C6.9 K07C6.9	Caenorhabditis elegans	298	K07C6.9;
O44643	O44643	unreviewed	O44643_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-65 CELE_K07C6.8 K07C6.8	Caenorhabditis elegans	293	K07C6.8;
O44646	O44646	unreviewed	O44646_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-64 CELE_K07C6.7 K07C6.7	Caenorhabditis elegans	302	K07C6.7;
O44647	O44647	unreviewed	O44647_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-63 CELE_K07C6.6 K07C6.6	Caenorhabditis elegans	300	K07C6.6;
O44654	O44654	unreviewed	O44654_CAEEL	Seven TM Receptor	str-247 B0213.9 CELE_B0213.9	Caenorhabditis elegans	344	B0213.9;
O44661	O44661	unreviewed	O44661_CAEEL	Seven TM Receptor	str-83 B0213.7 CELE_B0213.7	Caenorhabditis elegans	333	B0213.7;
O44669	O44669	unreviewed	O44669_CAEEL	L-Fucosyltransferase	C14C6.3 CELE_C14C6.3	Caenorhabditis elegans	347	C14C6.3;
O44673	O44673	unreviewed	O44673_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-8 C14C6.9 CELE_C14C6.9	Caenorhabditis elegans	304	C14C6.9;
O44674	O44674	unreviewed	O44674_CAEEL	7TM_GPCR_Srx domain-containing protein	srx-7 C14C6.1 CELE_C14C6.1	Caenorhabditis elegans	222	C14C6.1;
O44676	O44676	unreviewed	O44676_CAEEL	Serpentine Receptor, class I	sri-73 C14C6.10 CELE_C14C6.10	Caenorhabditis elegans	313	C14C6.10a;
O44691	O44691	unreviewed	O44691_CAEEL	Seven TM Receptor	str-52 C45H4.12 CELE_C45H4.12	Caenorhabditis elegans	199	C45H4.12;
O44692	O44692	unreviewed	O44692_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-20 C45H4.11 CELE_C45H4.11	Caenorhabditis elegans	294	C45H4.11a;
O44694	O44694	unreviewed	O44694_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-24 C45H4.10 CELE_C45H4.10	Caenorhabditis elegans	304	C45H4.10;
O44695	O44695	unreviewed	O44695_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-23 C45H4.9 CELE_C45H4.9	Caenorhabditis elegans	293	C45H4.9;
O44696	O44696	unreviewed	O44696_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-21 C45H4.7 CELE_C45H4.7	Caenorhabditis elegans	287	C45H4.7;
O44697	O44697	unreviewed	O44697_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-22 C45H4.8 CELE_C45H4.8	Caenorhabditis elegans	295	C45H4.8;
O44700	O44700	unreviewed	O44700_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-19 C45H4.16 CELE_C45H4.16	Caenorhabditis elegans	301	C45H4.16;
O44705	O44705	unreviewed	O44705_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-16 C45H4.1 CELE_C45H4.1	Caenorhabditis elegans	297	C45H4.1;
O44713	O44713	unreviewed	O44713_CAEEL	7TM_GPCR_Srx domain-containing protein	srx-110 C46E10.6 CELE_C46E10.6	Caenorhabditis elegans	316	C46E10.6;
O44731	O44731	unreviewed	O44731_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	gnrr-1 CELE_F54D7.3 F54D7.3	Caenorhabditis elegans	401	F54D7.3a;
O44739	O44739	reviewed	BAG1_CAEEL	BAG family molecular chaperone regulator 1	bag-1 F57B10.11	Caenorhabditis elegans	210	F57B10.11;
O44741	O44741	unreviewed	O44741_CAEEL	Uncharacterized protein	syp-6 CELE_F57B10.4 F57B10.4	Caenorhabditis elegans	691	F57B10.4;
O44746	O44746	unreviewed	O44746_CAEEL	Uncharacterized protein	CELE_R06A10.1 R06A10.1	Caenorhabditis elegans	178	R06A10.1a;
O44754	O44754	unreviewed	O44754_CAEEL	CILiary localization	cil-7 CELE_W03G9.7 W03G9.7	Caenorhabditis elegans	548	W03G9.7;
O44759	O44759	unreviewed	O44759_CAEEL	Uncharacterized protein	CELE_T12F5.2 T12F5.2	Caenorhabditis elegans	329	T12F5.2;
O44769	O44769	unreviewed	O44769_CAEEL	Endoplasmic reticulum-like protein	CELE_K04F10.3 K04F10.3	Caenorhabditis elegans	262	K04F10.3a;
O44772	O44772	unreviewed	O44772_CAEEL	Protein FAM76B	CELE_K04F10.7 K04F10.7	Caenorhabditis elegans	293	K04F10.7;
O44774	O44774	unreviewed	O44774_CAEEL	Col_cuticle_N domain-containing protein	col-54 CELE_F33D11.3 F33D11.3	Caenorhabditis elegans	281	F33D11.3;
O44802	O44802	unreviewed	O44802_CAEEL	Uncharacterized protein	CELE_F14D2.5 F14D2.5	Caenorhabditis elegans	71	F14D2.5;
O44803	O44803	unreviewed	O44803_CAEEL	Ubiquitin-like domain-containing protein	CELE_F14D2.11 F14D2.11	Caenorhabditis elegans	195	F14D2.11;
O44811	O44811	unreviewed	O44811_CAEEL	Serpentine Receptor, class D (Delta)	srd-69 CELE_H04J21.2 H04J21.2	Caenorhabditis elegans	324	H04J21.2;
O44840	O44840	unreviewed	O44840_CAEEL	Serpentine Receptor, class I	sri-74 CELE_F33H12.4 F33H12.4	Caenorhabditis elegans	324	F33H12.4;
O44841	O44841	unreviewed	O44841_CAEEL	Serpentine Receptor, class I	sri-36 CELE_F33H12.5 F33H12.5	Caenorhabditis elegans	317	F33H12.5;
O44842	O44842	unreviewed	O44842_CAEEL	Serpentine Receptor, class I	sri-39 CELE_F33H12.2 F33H12.2	Caenorhabditis elegans	327	F33H12.2;
O44852	O44852	unreviewed	O44852_CAEEL	Uncharacterized protein	CELE_W04H10.1 W04H10.1	Caenorhabditis elegans	70	W04H10.1;
O44877	O44877	unreviewed	O44877_CAEEL	7TM_GPCR_Srx domain-containing protein	srx-111 CELE_T24E12.4 T24E12.4	Caenorhabditis elegans	306	T24E12.4;
O44879	O44879	unreviewed	O44879_CAEEL	7TM_GPCR_Srx domain-containing protein	srx-112 CELE_T24E12.8 T24E12.8	Caenorhabditis elegans	296	T24E12.8;
O44884	O44884	unreviewed	O44884_CAEEL	Uncharacterized protein	CELE_T24E12.2 T24E12.2	Caenorhabditis elegans	251	T24E12.2;
O44885	O44885	unreviewed	O44885_CAEEL	Uncharacterized protein	CELE_T24E12.1 T24E12.1	Caenorhabditis elegans	254	T24E12.1;
O44908	O44908	unreviewed	O44908_CAEEL	Serpentine Receptor, class H	srh-60 CELE_W10G11.9 W10G11.9	Caenorhabditis elegans	336	W10G11.9;
O44946	O44946	unreviewed	O44946_CAEEL	Uncharacterized protein	C17F3.1 CELE_C17F3.1	Caenorhabditis elegans	88	C17F3.1;
O44955	O44955	unreviewed	O44955_CAEEL	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	C34B2.8 CELE_C34B2.8	Caenorhabditis elegans	171	C34B2.8;
O44956	O44956	unreviewed	O44956_CAEEL	KNL (Kinetochore null) Binding Protein	kbp-5 C34B2.2 CELE_C34B2.2	Caenorhabditis elegans	135	C34B2.2;
O44990	O44990	unreviewed	O44990_CAEEL	Uncharacterized protein	CELE_K09H9.8 K09H9.8	Caenorhabditis elegans	200	K09H9.8;
